DUT_Serial,PARAMS.DPD_Enabled,PARAMS.Test_Config,PARAMS.WaveformName,PARAMS.Center_Frequency,MEAS.Avg_Input_Power_dBm,MEAS.RMS_Composite_EVM_Percent,MEAS.AMPM_Mean_LinerGain_dB,MEAS.AMPM_Mean_RMS_EVM,MEAS.ACP_CC0_Absolute_Power_dBm,MEAS.ACP_Offset0_Upper_Absolute_Power_dBm,MEAS.ACP_Offset0_Upper_Relative_Power_dB,MEAS.ACP_Offset0_Lower_Absolute_Power_dBm,MEAS.ACP_Offset0_Lower_Relative_Power_dB
"",False,"EVM,ACP",sig1,3351000000,-20,-43.02042719164,-999,-999,-38.15032958984,-75.72694396973,-37.57661437988,-76.75927734375,-38.60894775391
