DUT_Serial,PARAMS.DPD_Enabled,PARAMS.Test_Config,PARAMS.WaveformName,PARAMS.Center_Frequency,MEAS.Avg_Input_Power_dBm,MEAS.RMS_Composite_EVM_Percent,MEAS.AMPM_Mean_LinerGain_dB,MEAS.AMPM_Mean_RMS_EVM,MEAS.ACP_CC0_Absolute_Power_dBm,MEAS.ACP_Offset0_Upper_Absolute_Power_dBm,MEAS.ACP_Offset0_Upper_Relative_Power_dB,MEAS.ACP_Offset0_Lower_Absolute_Power_dBm,MEAS.ACP_Offset0_Lower_Relative_Power_dB
"",False,"EVM,ACP",sig1,3351000000,-20,-42.82554656644,-999,-999,-28.15335083008,-71.8424987793,-43.68914794922,-73.84561920166,-45.69226837158
